Level,State,Year,Population,Index,Violent,Property,Murder,Rape,Robbery,assault,Burglary,Larceny Theft,CarTheft
2,WA,2005 ,6291899 ,329406 ,21745 ,307661 ,205 ,2811.00,5788 ,12941 ,60341 ,198031 ,49287 
2,WA,2006 ,6396798 ,308653 ,22120 ,286533 ,190 ,2746.00,6405 ,12779 ,58307 ,182327 ,45899 
2,WA,2007 ,6468424 ,282849 ,22120 ,260729 ,173 ,2629.00,6053 ,12691 ,52704 ,170403 ,37622 
2,WA,2008 ,6566073 ,268624 ,21739 ,247885 ,193 ,2627.00,6397 ,12522 ,52756 ,166384 ,28745 
2,WA,2009 ,6664195 ,267627.00,22412 ,245215.00,190 ,2583.00,6711.00,12928.00,53047,168421.00,23747.00
2,WA,2010.00,6742950.00,270564.00,21138.00,249426.00,154.00,2579.00,5929.00,12476.00,55192,168490.00,25744.00
2,WA,2011.00,6823267.00,264361.00,20152.00,244209.00,163.00,2320.00,5627.00,12042.00,56561,162828.00,24820.00
1,WA,2012.00,6895318.00,274930.00,20553.00,254377.00,217.00,2250.00,5801.00,12285.00,61376,166338.00,26663.00
1,WA,2013.00,6973742.00,279362.00,20223.00,259139.00,167.00,2072.00,5829.00,11623.00,58487,172227.00,28425.00
1,WA,2014.00,7063166.00,281442.00,20185.00,261257.00,178.00,1999.00,5641.00,11586.00,55381,175317.00,30559.00
1,WA,2015.00,7160290.00,269979.00,20505.00,249474.00,218.00,2006.00,5450.00,12059.00,51114,171393.00,26967.00
1,WA,2016.00,7288000.00,276676.00,22023.00,254653.00,195.00,2259.00,5651.00,13100.00,49180,173187.00,32286.00
1,WA,2017.00,7425432.00,257689.00,22483.00,235206.00,226.00,3300.00,5386.00,13571.00,43687,162154.00,29365.00
1,WA,2018.00,7523869.00,246975.00,23719.00,223256.00,236.00,3610.00,5557.00,14316.00,40434,154941.00,27881.00
1,WA,2019.00,7614893.00,226601.00,22377.00,204224.00,198.00,3332.00,5147.00,13700.00,34540,145282.00,24402.00
5,WI,2000 ,5363675 ,172124 ,12700 ,159424 ,169 ,1165 ,4537 ,6829 ,25183 ,119605 ,14636 
5,WI,2001.00,5405947 ,179410 ,12486.00,166924 ,192 ,1142 ,4444.00,6708 ,26927 ,125275 ,14722 
5,WI,2002 ,5439692.00,176987 ,12238 ,164749 ,154 ,1237 ,4713 ,6134 ,27926 ,123365 ,13458 
5,WI,2003.00,5474290 ,169788 ,12104 ,157684 ,183 ,1202 ,4397 ,6322 ,26546 ,118775 ,12363 
5,WI,2004 ,5503533 ,158258 ,11548.00,146710 ,154 ,1136 ,4067 ,6191 ,23854 ,111482 ,11374 
5,WI,2005 ,5527644 ,160923 ,13367 ,147556 ,206 ,1135 ,4555 ,7471.00,24448 ,110531 ,12577 
5,WI,2006 ,5556506 ,172354 ,15783 ,156571 ,164 ,1131 ,5567 ,8921 ,26994 ,115546 ,14031 
5,WI,2007 ,5601604 ,172354 ,16296 ,158959 ,183 ,1223 ,5474 ,9416 ,27839 ,117687 ,13433 
5,WI,2008 ,5627610 ,170868 ,15499 ,155369 ,146 ,1128 ,5163 ,9062 ,27455 ,116420 ,11539 
5,WI,2009 ,5654774 ,162342.00,14650.00,147692.00,146.00,1118 ,4904.00,8482.00,26813,111947.00,8932.00
5,WI,2010.00,5691659.00,156948.00,14167.00,142781.00,155.00,1191.00,4516.00,8305.00,26636,107993.00,8152.00
5,WI,2011.00,5709843.00,154180.00,14268.00,139912.00,138.00,1190.00,4600.00,8340.00,27167,104472.00,8273.00
5,WI,2012.00,5724554.00,157034.00,16254.00,140780.00,169.00,1228.00,4692.00,10165.00,27931,104619.00,8230.00
5,WI,2013.00,5742953.00,141812.00,16118.00,125694.00,163.00,1308.00,4834.00,9285.00,24358,93946.00,7390.00
4,WI,2014.00,5759432.00,137298.00,16763.00,120535.00,159.00,1216.00,5101.00,9826.00,21375,89255.00,9905.00
4,WI,2015.00,5767891.00,131720.00,17549.00,114171.00,240.00,1324.00,5234.00,10270.00,19602,83572.00,10997.00
4,WI,2016.00,5778708.00,129399.00,17679.00,111720.00,229.00,1458.00,4706.00,10765.00,19425,82337.00,9958.00
4,WI,2017.00,5792051.00,123546.00,18638.00,104908.00,192.00,2177.00,4370.00,11899.00,17570,77868.00,9470.00
4,WI,2018.00,5807406.00,108603.00,17365.00,91238.00,175.00,2333.00,3493.00,11364.00,14180,68380.00,8678.00
4,WI,2019.00,5822434.00,102742.00,17070.00,85672.00,175.00,2261.00,2991.00,11643.00,12667,65620.00,7385.00
5,WV,2000 ,1808344 ,47067 ,5723 ,41344 ,46 ,331.00,749 ,4597 ,9890 ,28139 ,3315 
5,WV,2001.00,1800975.00,46120 ,5035 ,41085 ,40 ,320 ,707 ,3968 ,9601 ,28268.00,3216 
5,WV,2002 ,1804884 ,45320 ,4221 ,41099 ,57 ,328 ,657 ,3179 ,9677,27524 ,3898 
5,WV,2003.00,1811440 ,46997 ,4627 ,42370 ,73 ,311 ,701 ,3542 ,10498 ,28409 ,3463 
5,WV,2004 ,1812548 ,48421 ,5110 ,46326.00,68 ,346 ,774 ,3922 ,10994 ,31566 ,3766 
5,WV,2005 ,1814083 ,51723 ,4968 ,47757 ,82 ,335.00,816 ,3735 ,11334 ,32603 ,3820 
5,WV,2006 ,1818470 ,52759 ,5087 ,47672 ,75 ,389.00,853 ,3770 ,11531 ,32220 ,3921 
5,WV,2007 ,1812035 ,50740 ,4987 ,45753 ,64 ,369.00,852 ,3702 ,10814 ,31447 ,3492 
5,WV,2008 ,1814873 ,51376.00,5027 ,46349 ,67 ,392.00,899 ,3669 ,10914 ,32241 ,3194 
5,WV,2009 ,1819777 ,51769.00,5554.00,46215 ,84 ,470.00,914.00,4086.00,12005,31453.00,2757 
5,WV,2010.00,1854368.00,46887.00,5586.00,41301.00,58.00,362.00,776.00,4390.00,10778,28104.00,2419.00
5,WV,2011.00,1854908.00,44506.00,5497.00,39009.00,87.00,372.00,802.00,4236.00,10245,26656.00,2108.00
5,WV,2012.00,1856680.00,50443.00,5943.00,44500.00,70.00,415.00,835.00,4623.00,11466,30800.00,2234.00
5,WV,2013.00,1853595.00,45586.00,5657.00,39929.00,62.00,367.00,653.00,4242.00,9908,28055.00,1966.00
5,WV,2014.00,1848751.00,44132.00,5850.00,38282.00,84.00,417.00,655.00,4517.00,9368,26954.00,1960.00
5,WV,2015.00,1841053.00,45091.00,6397.00,38694.00,85.00,493.00,783.00,4819.00,9467,26984.00,2243.00
5,WV,2016.00,1831102.00,44044.00,6557.00,37487.00,81.00,468.00,720.00,5099.00,9301,25677.00,2509.00
5,WV,2017.00,1817048.00,39124.00,6564.00,32560.00,98.00,793.00,673.00,5000.00,7557,21917.00,3086.00
4,WV,2018.00,1804291.00,33299.00,5411.00,27888.00,76.00,716.00,333.00,4286.00,5916,19783.00,2189.00
4,WV,2019.00,1792147.00,34050.00,5674.00,28376.00,78.00,754.00,378.00,4464.00,5891,20066.00,2419.00
5,WY,2000 ,493782.00,16285 ,1316 ,14969 ,12 ,160 ,70.00,1074 ,2078,12318 ,573 
5,WY,2001 ,493754.00,17392 ,1272 ,16120.00,9.00,153 ,84 ,1026 ,2481 ,12943 ,696 
5,WY,2002 ,498830 ,17858.00,1364 ,16494 ,15 ,148 ,93 ,1108 ,2448 ,13303 ,743 
5,WY,2003 ,502111 ,17962 ,1314 ,16648 ,14 ,136 ,84 ,1080 ,2611 ,13239 ,798 
5,WY,2004 ,505887.00,18052 ,1163 ,16889 ,11 ,112 ,67 ,973 ,2738,13352 ,799 
5,WY,2005 ,508798.00,17242 ,1172 ,16070 ,14 ,122 ,78.00,958 ,2426,12905 ,739 
5,WY,2006 ,515004.00,16584 ,1234 ,15350 ,9 ,140 ,72.00,1013.00,2320,12254 ,776 
5,WY,2007 ,522830.00,16235.00,1251 ,14984 ,16 ,160 ,84.00,991.00,2348,11840 ,796 
5,WY,2008.00,532981.00,15823.00,1312 ,14511 ,12.00,184 ,86.00,1030.00,2200,11588 ,723 
5,WY,2009.00,544270.00,15439.00,1196.00,14243.00,11.00,172.00,78.00,935.00,2176,11310.00,757.00
5,WY,2010.00,564554.00,14986.00,1117.00,13869.00,8.00,162.00,77.00,870.00,2151,11126.00,592.00
5,WY,2011.00,567356.00,14123.00,1245.00,12878.00,18.00,146.00,71.00,1010.00,1864,10493.00,521.00
5,WY,2012.00,576626.00,14383.00,1161.00,13222.00,14.00,154.00,61.00,932.00,2125,10513.00,584.00
5,WY,2013.00,583223.00,14021.00,1212.00,12809.00,17.00,144.00,74.00,917.00,1956,10275.00,578.00
5,WY,2014.00,584304.00,12619.00,1142.00,11477.00,16.00,127.00,53.00,899.00,1689,9185.00,603.00
5,WY,2015.00,586555.00,12451.00,1300.00,11151.00,16.00,124.00,59.00,1054.00,1762,8797.00,592.00
5,WY,2016.00,585501.00,12890.00,1430.00,11460.00,20.00,150.00,59.00,1146.00,1771,8889.00,800.00
5,WY,2017.00,578934.00,11886.00,1358.00,10528.00,14.00,253.00,98.00,993.00,1556,8211.00,761.00
5,WY,2018.00,577601.00,11543.00,1235.00,10308.00,14.00,261.00,75.00,885.00,1551,7974.00,783.00
5,WY,2019.00,578759.00,10351.00,1258.00,9093.00,13.00,324.00,67.00,854.00,1396,6984.00,713.00
